URL,Description
https://github.com/DappierAI/dappier-mcp,"A Model Context Protocol (MCP) server that connects any LLM or Agentic AI to real-time, rights-cleared, proprietary data from trusted sources. Dappier enables your AI to become an expert in anything by providing access to specialized models, including Real-Time Web Search, News, Sports, Financial Stock Market Data, Crypto Data, and exclusive content from premium publishers. Explore a wide range of data models in our marketplace at marketplace.dappier.com. Head to Dappier to sign up and genera..."
https://github.com/JordiNeil/mcp-databricks-server,"A Model Context Protocol (MCP) server that connects to Databricks API, allowing LLMs to run SQL queries, list jobs, and get job status. Start the MCP server: You can test the MCP server using the inspector by running"
https://github.com/reading-plus-ai/mcp-server-data-exploration,"MCP Server is a versatile tool designed for interactive data exploration. Your personal Data Scientist assistant, turning complex datasets into clear, actionable insights. "
https://github.com/DMontgomery40/deepseek-mcp-server,"A Model Context Protocol (MCP) server for the DeepSeek API, allowing seamless integration of DeepSeek's powerful language models with MCP-compatible applications like Claude Desktop.  "
https://github.com/DMontgomery40/deepseek-mcp-server?tab=readme-ov-file#features,"A Model Context Protocol (MCP) server for the DeepSeek API, allowing seamless integration of DeepSeek's powerful language models with MCP-compatible applications like Claude Desktop.  "
https://github.com/66julienmartin/MCP-server-Deepseek_R1,"A Model Context Protocol (MCP) server implementation for the Deepseek R1 language model. Deepseek R1 is a powerful language model optimized for reasoning tasks with a context window of 8192 tokens. Why Node.js?
This implementation uses Node.js/TypeScript as it provides the most stable integration with MCP servers. The Node.js SDK offers better type safety, error handling, and compatibility with Claude Desktop. "
https://github.com/ruixingshi/deepseek-thinker-mcp," A MCP (Model Context Protocol) provider Deepseek reasoning content to MCP-enabled AI Clients, like Claude Desktop. Supports access to Deepseek's thought processes from the Deepseek API service or from a local Ollama server. "
https://github.com/descope-sample-apps/descope-mcp-server," The Descope Model Context Protocol (MCP) server provides an interface to interact with Descope's Management APIs, enabling the search and retrieval of project-related information. Before proceeding, make sure you have the following:"
https://github.com/kpsunil97/devrev-mcp-server,A Model Context Protocol server for DevRev. It is used to search and retrieve information using the DevRev APIs. On MacOS: ~/Library/Application\ Support/Claude/claude_desktop_config.json On Windows: %APPDATA%/Claude/claude_desktop_config.json
https://github.com/ChristianHinge/dicom-mcp,"This repo is part of a blog post: Agentic Healthcare LLMs A Model Context Protocol server for DICOM (Digital Imaging and Communications in Medicine) interactions. This server provides tools to query and interact with DICOM servers, enabling Large Language Models to access and analyze medical imaging metadata. dicom-mcp allows AI assistants to query patient information, studies, series, and instances from DICOM servers using standard DICOM networking protocols. It also supports extracting text..."
https://github.com/YanxingLiu/dify-mcp-server,"A simple implementation of an MCP server for using dify. It achieves the invocation of the Dify workflow by calling the tools of MCP. The server can be installed via Smithery or manually. Config.yaml is required for both methods. Thus, we need to prepare it before installation. Before using the mcp server, you should prepare a config.yaml to save your dify_base_url and dify_sks. The example config like this:"
https://github.com/v-3/discordmcp,"A Model Context Protocol (MCP) server that enables LLMs to interact with Discord channels, allowing them to send and read messages through Discord's API. Using this server, LLMs like Claude can directly interact with Discord channels while maintaining user control and security. Open your Claude for Desktop configuration file: Add the Discord MCP server configuration:"
https://github.com/SaseQ/discord-mcp,"A Model Context Protocol (MCP) server for the Discord API (JDA),
allowing seamless integration of Discord Bot with MCP-compatible applications like Claude Desktop. *To get a discord bot token, visit the Discord Developer Portal Install Discord MCP Server automatically via Smithery:"
https://github.com/AshDevFr/discourse-mcp-server,Node.js server implementing Model Context Protocol (MCP) for Discourse search operation. Add this to your claude_desktop_config.json: Docker build:
https://github.com/ckreiling/mcp-server-docker,An MCP server for managing Docker with natural language! A quick demo showing a WordPress deployment using natural language: On MacOS: ~/Library/Application\ Support/Claude/claude_desktop_config.json
https://github.com/Omedia/mcp-server-drupal," This is a typescript based companion
Model Context Protocol(MCP)
server for the Drupal MCP module that
works with the STDIO transport. In order to use SSE transport this server is
not required. Important"
https://github.com/kukapay/dune-analytics-mcp,"A mcp server that bridges Dune Analytics data to AI agents. Clone the Repository: Set Up Environment Variables:
Create a .env file in the project root:"
https://github.com/cr7258/elasticsearch-mcp-server," A Model Context Protocol (MCP) server implementation that provides Elasticsearch and OpenSearch interaction. This server enables searching documents, analyzing indices, and managing cluster through a set of tools. "
https://github.com/mamertofabian/elevenlabs-mcp-server," A Model Context Protocol (MCP) server that integrates with ElevenLabs text-to-speech API, featuring both a server component and a sample web-based MCP Client (SvelteKit) for managing voice generation tasks. "
https://github.com/marctheshark3/ergo-mcp,"A Model Context Protocol (MCP) server for interacting with the Ergo blockchain. This package provides a set of tools for exploring blocks, transactions, addresses, and other aspects of the Ergo blockchain. We strongly recommend using a virtual environment to isolate dependencies: Run the MCP server as a Python module from your virtual environment:"
https://github.com/whataboutyou-ai/eunomia-MCP-server,Warning This MCP server is deprecated as it is not compatible with the latest developments of Eunomia. A new MCP integration is under development and will be available soon. 
https://github.com/mcpdotdirect/evm-mcp-server," A comprehensive Model Context Protocol (MCP) server that provides blockchain services across multiple EVM-compatible networks. This server enables AI agents to interact with Ethereum, Optimism, Arbitrum, Base, Polygon, and many other EVM chains with a unified interface. The MCP EVM Server leverages the Model Context Protocol to provide blockchain services to AI agents. It supports a wide range of services including:"
https://github.com/mamertofabian/mcp-everything-search," An MCP server that provides fast file searching capabilities across Windows, macOS, and Linux. On Windows, it uses the Everything SDK. On macOS, it uses the built-in mdfind command. On Linux, it uses the locate/plocate command. Search for files and folders across your system. The search capabilities and syntax support vary by platform:"
https://github.com/haris-musa/excel-mcp-server,"A Model Context Protocol (MCP) server implementation that provides Excel file manipulation capabilities without requiring Microsoft Excel installation. This server enables workbook creation, data manipulation, formatting, and advanced Excel features. The server provides Excel workbook manipulation through OpenPyXL: This server provides a comprehensive set of Excel manipulation tools. For detailed documentation of all available tools, their parameters, and usage examples, please refer to TOOLS..."
https://github.com/rishijatia/fantasy-pl-mcp, A Model Context Protocol (MCP) server that provides access to Fantasy Premier League (FPL) data and tools. This server allows you to interact with FPL data in Claude for Desktop and other MCP-compatible clients. Demo of the Fantasy Premier League MCP Server in action
https://github.com/fastnai/mcp-fastn,"The Fastn server is a powerful, scalable platform that enables dynamic tool registration and execution based on API definitions. It seamlessly integrates with services like Claude.ai and Cursor.ai, providing a unified server solution for a wide range of tasks. With its robust architecture, Fastn delivers exceptional performance and flexibility for real-time, API-driven operations. The easiest way to install the Fastn server is using pip: After installation, you can run the server with:"
https://github.com/zcaceres/fetch-mcp," This MCP server provides functionality to fetch web content in various formats, including HTML, JSON, plain text, and Markdown. fetch_html"
https://github.com/fingertip-com/fingertip-mcp,
https://github.com/GLips/Figma-Context-MCP,"Give Cursor, Windsurf, Cline, and other AI-powered coding tools access to your Figma files with this Model Context Protocol server. When Cursor has access to Figma design data, it's way better at one-shotting designs accurately than alternative approaches like pasting screenshots. Watch a demo of building a UI in Cursor with Figma design data"
https://github.com/gannonh/firebase-mcp,  The Model Context Protocol (MCP) is an open protocol that enables LLM client applications to use tools and access external data sources. This MCP server allows any LLM client that supports the MCP protocol to interact with Firebase services including:
https://github.com/vrknetha/mcp-server-firecrawl,"A Model Context Protocol (MCP) server implementation that integrates with Firecrawl for web scraping capabilities. Big thanks to @vrknetha, @cawstudios for the initial implementation! You can also play around with our MCP Server on MCP.so's playground. Thanks to MCP.so for hosting and @gstarwd for integrating our server."
https://github.com/sunsetcoder/flightradar24-mcp-server,"A Claude Desktop MCP server that helps you track flights in real-time using Flightradar24 data. Perfect for aviation enthusiasts, travel planners, or anyone curious about flights overhead! Clone this repository somewhere on your computer: Install dependencies & build the project:"
https://github.com/MFYDev/ghost-mcp,"  A Model Context Protocol (MCP) server for interacting with Ghost CMS through LLM interfaces like Claude. This server provides secure and comprehensive access to your Ghost blog, leveraging JWT authentication and a rich set of MCP tools for managing posts, users, members, tiers, offers, and newsletters."
https://github.com/ko1ynnky/github-actions-mcp-server,"MCP Server for the GitHub Actions API, enabling AI assistants to manage and operate GitHub Actions workflows. list_workflows get_workflow"
https://github.com/longyi1207/glean-mcp-server,"An MCP server implementation that integrates the Glean API, providing the Search and Chat functions. Build the docker image: Then add this to your claude_desktop_config.json:"
https://github.com/GongRzhe/Gmail-MCP-Server,A Model Context Protocol (MCP) server for Gmail integration in Claude Desktop with auto authentication support. This server enables AI assistants to manage Gmail through natural language interactions.  To install Gmail AutoAuth for Claude Desktop automatically via Smithery:
https://github.com/baryhuang/mcp-headless-gmail," A MCP (Model Context Protocol) server that provides get, send Gmails without local credential or token setup. You can configure Claude Desktop to use the Docker image by adding the following to your Claude configuration:"
https://github.com/hichana/goalstory-mcp," Goal Story isn’t a goal tracker—it’s a brand new way to manage your aspirations. We call it “Goal Storying.” Instead of juggling endless lists, Goal Story guides you to focus on one goal at a time, forging a deeply personal narrative that keeps you motivated and on track. Powered by conversational AI, Goal Story provides constructive insights and creative storytelling tailored to your unique motivations, helping you see your goal through to completion with a sense of momentum and fun. Goal S..."
https://github.com/Coding-Solo/godot-mcp,  A Model Context Protocol (MCP) server for interacting with the Godot game engine.
https://github.com/mark3labs/mcp-filesystem-server, Go server implementing Model Context Protocol (MCP) for filesystem operations. Note: The server will only allow operations within directories specified via args.
https://github.com/VectorInstitute/mcp-goodnews,"  MCP Goodnews is a simple Model Context Protocol (MCP) application that features
a server for getting good, positive, and uplifting news. This tool fetches news
articles from the NewsAPI and uses a Cohere LLM to rank
and return the top news articles based on positive sentiment."
https://github.com/nspady/google-calendar-mcp,"This is a Model Context Protocol (MCP) server that provides integration with Google Calendar. It allows LLMs to read, create, update and search for calendar events through a standardized interface. Along with the normal capabilities you would expect for a calendar integration you can also do really dynamic, multi-step processes like: Add events from screenshots and images:"
https://github.com/adenot/mcp-google-search, A Model Context Protocol server that provides web search capabilities using Google Custom Search API and webpage content extraction functionality. Create a Google Cloud Project:
https://github.com/zcaceres/gtasks-mcp," This MCP server integrates with Google Tasks to allow listing, reading, searching, creating, updating, and deleting tasks. search"
https://github.com/hannesj/mcp-graphql-schema,"A Model Context Protocol (MCP) server that exposes GraphQL schema information to Large Language Models (LLMs) like Claude. This server allows an LLM to explore and understand GraphQL schemas through a set of specialized tools. Run the MCP server with a specific schema file: To use this MCP server with Claude Desktop, edit your claude_desktop_config.json configuration file:"
https://github.com/horizondatawave/hdw-mcp-server,"LinkedIn Users Search: Filter and search for LinkedIn users by keywords, name, title, company, location, industry, and education. Profile Lookup: Retrieve detailed profile information for a LinkedIn user. Email Lookup: Find LinkedIn user details by email address."
https://github.com/heurist-network/heurist-mesh-mcp-server," A Model Context Protocol (MCP) server that connects to Heurist Mesh APIs, providing Claude with access to various blockchain and web3 tools. Heurist Mesh is an open network of purpose-built AI agents and tools, each specialized in particular web3 domains such as blockchain data analysis, smart contract security, token metrics, and blockchain interaction. We are actively growing the Heurist Mesh ecosystem, continuously integrating more tools to expand its capabilities."
https://github.com/syucream/holaspirit-mcp-server," A MCP(Model Context Protocol) server that accesses to Holaspirit API. This server provides MCP-compatible access to Holaspirit's API, allowing AI assistants to interact with your Holaspirit data through a standardized interface."
https://github.com/tevonsb/homeassistant-mcp,"The server uses the MCP protocol to share access to a local Home Assistant instance with an LLM application. A powerful bridge between your Home Assistant instance and Language Learning Models (LLMs), enabling natural language control and monitoring of your smart home devices through the Model Context Protocol (MCP). This server provides a comprehensive API for managing your entire Home Assistant ecosystem, from device control to system administration. "
https://github.com/voska/hass-mcp,"A Model Context Protocol (MCP) server for Home Assistant integration with Claude and other LLMs. Hass-MCP enables AI assistants like Claude to interact directly with your Home Assistant instance, allowing them to: Pull the Docker image:"
https://github.com/buryhuang/mcp-hubspot,  A Model Context Protocol (MCP) server implementation that provides integration with HubSpot CRM. This server enables AI models to interact with HubSpot data and operations through a standardized interface.
https://github.com/evalstate/mcp-hfspace,"Read the introduction here llmindset.co.uk/resources/mcp-hfspace/ Connect to Hugging Face Spaces  with minimal setup needed - simply add your spaces and go! By default, it connects to evalstate/FLUX.1-schnell providing Image Generation capabilities to Claude Desktop."
https://github.com/iflytek/ifly-workflow-mcp-server," The fastest way to build workflows with an AI agent platform! |
  
      Docs
   |
  
      Homepage"
https://github.com/GongRzhe/Image-Generation-MCP-Server, This MCP server provides image generation capabilities using the Replicate Flux model. You can use the package directly from npm without installing it locally:
https://github.com/idoru/influxdb-mcp-server,A Model Context Protocol (MCP) server that exposes access to an InfluxDB instance using the InfluxDB OSS API v2. Mostly built with Claude Code. This MCP server provides: The server exposes the following resources:
https://github.com/sergehuber/inoyu-mcp-unomi-server,A Model Context Protocol server enabling Claude to maintain user context through Apache Unomi profile management. ⚠️ Early Implementation Notice This is an early implementation intended for demonstration purposes:
https://github.com/raoulbia-ai/mcp-server-for-intercom,"An MCP-compliant server for retrieving customer support tickets from Intercom. This tool enables AI assistants like Claude Desktop and Cline to access and analyze your Intercom support tickets. This project is an independent integration and is not affiliated with, officially connected to, or endorsed by Intercom Inc. ""Intercom"" is a registered trademark of Intercom Inc. This project is designed to comply with Intercom's developer terms of service by:"
https://github.com/ferrislucas/iterm-mcp,A Model Context Protocol server that provides access to your iTerm session.  Efficient Token Use: iterm-mcp gives the model the ability to inspect only the output that the model is interested in. The model typically only wants to see the last few lines of output even for long running commands.
https://github.com/mcpso/mcp-server-javafx,
https://github.com/quarkiverse/quarkus-mcp-servers/tree/main/jdbc,"This Model Context Protocol(MCP) server enables Large Language Models (LLMs) to inspect, query, create and modify database content given just a Java Database Connectivity (JDBC) url. Supported databases include PostgresSQL, Oracle, MariaDB, Sqlite and many more. "
https://github.com/quarkiverse/quarkus-mcp-servers/tree/main/jdbc#supported-jdbc-variants,"This Model Context Protocol(MCP) server enables Large Language Models (LLMs) to inspect, query, create and modify database content given just a Java Database Connectivity (JDBC) url. Supported databases include PostgresSQL, Oracle, MariaDB, Sqlite and many more. "
https://github.com/GongRzhe/JSON-MCP-Server,A JSON Model Context Protocol (MCP) server implementation for querying and manipulating JSON data. This server enables LLMs to interact with JSON data through a set of standardized tools. query filter
https://github.com/lamaalrajih/kicad-mcp,"⚠️ WARNING: This project was quickly hacked together and is largely untested. Expect things to break. Use at your own risk. I plan on improving it over time, but if you find bugs, please open an issue or submit a pull request to fix them (see Contributing section below). ⚠️ WARNING: This project is optimized for Mac. While there exists some basic support for Windows and Linux, not all functionality is guaranteed to work. This guide will help you set up a Model Context Protocol (MCP) server fo..."
https://github.com/kiwamizamurai/mcp-kibela-server," MCP server implementation for Kibela API integration, enabling LLMs to interact with Kibela content. "
https://github.com/macrat/mcp-server-kintone,"Model Context Protocol (MCP) server for kintone.
This server allows you to explore and manipulate kintone data using AI tools such as Claude Desktop! Japanese version: 日本語の説明はREADME.ja.mdにあります。 Download the latest release from the release page.
You can place the executable file anywhere you like."
https://github.com/Kong/mcp-konnect,"A Model Context Protocol (MCP) server for interacting with Kong Konnect APIs, allowing AI assistants to query and analyze Kong Gateway configurations, traffic, and analytics. This project provides a Model Context Protocol (MCP) server that enables AI assistants like Claude to interact with Kong Konnect's API Gateway. It offers a set of tools to query analytics data, inspect configuration details, and manage control planes through natural language conversation. Key features:"
https://github.com/Flux159/mcp-server-kubernetes, MCP Server that can connect to a Kubernetes cluster and manage it. 
https://github.com/manusa/kubernetes-mcp-server, ✨ Features | 🚀 Getting Started | 🎥 Demos | ⚙️ Configuration | 🧑‍💻 Development A powerful and flexible Kubernetes Model Context Protocol (MCP) server implementation with support for Kubernetes and OpenShift.
https://github.com/syucream/lightdash-mcp-server," A MCP(Model Context Protocol) server that accesses to Lightdash. This server provides MCP-compatible access to Lightdash's API, allowing AI assistants to interact with your Lightdash data through a standardized interface."
https://github.com/jerhadf/linear-mcp-server," A Model Context Protocol server for the Linear API. This server provides integration with Linear's issue tracking system through MCP, allowing LLMs to interact with Linear issues."
https://github.com/geropl/linear-mcp-go,"A Model Context Protocol (MCP) server for Linear, written in Go. This server provides tools for interacting with the Linear API through the MCP protocol. Pre-built binaries are available for Linux, macOS, and Windows on the GitHub Releases page. The server will start and listen for MCP requests on stdin/stdout."
https://github.com/amornpan/py-mcp-line, A Model Context Protocol server implementation in Python that provides access to LINE Bot messages. This server enables Language Models to read and analyze LINE conversations through a standardized interface. Create a .env file in the project root:
https://github.com/run-llama/mcp-server-llamacloud,"A MCP server connecting to multiple managed indexes on LlamaCloud This is a TypeScript-based MCP server that creates multiple tools, each connected to a specific managed index on LlamaCloud. Each tool is defined through command-line arguments. "
https://github.com/carterlasalle/mac_messages_mcp,A Python bridge for interacting with the macOS Messages app using MCP (Multiple Context Protocol).  
https://github.com/abel9851/mcp-server-mariadb,An MCP server implementation for retrieving data from mariadb Expose schema list in database Paths to Claude Desktop config file:
https://github.com/liuyoshio/mcp-compass,"  You can now experience MCP discovery directly on our website!
👉 Explore MCP Compass 👈"
https://github.com/tesla0225/mcp-create,"A dynamic MCP server management service that creates, runs, and manages Model Context Protocol (MCP) servers dynamically. This service itself functions as an MCP server and launches/manages other MCP servers as child processes, enabling a flexible MCP ecosystem. Note: Docker is the recommended way to run this service Add the following to your Claude Desktop configuration file (claude_desktop_config.json):"
https://github.com/anaisbetts/mcp-installer,"This server is a server that installs other MCP servers for you. Install it, and you can ask Claude to install MCP servers hosted in npm or PyPi for you. Requires npx and uv to be installed for node and Python servers respectively.  Put this into your claude_desktop_config.json (either at ~/Library/Application Support/Claude on macOS or C:\Users\NAME\AppData\Roaming\Claude on Windows):"
https://github.com/strowk/mcp-k8s-go,"Features ⚙
  Browse With Inspector ⚙
  Use With Claude ⚙
  Contributing ↗  MCP 💬 prompt 🗂️ resource 🤖 tool"
https://github.com/nkapila6/mcp-local-rag," ""primitive"" RAG-like web search model context protocol (MCP) server that runs locally. ✨ no APIs ✨ "
https://github.com/sparfenyuk/mcp-proxy, The mcp-proxy is a tool that lets you switch between server transports. There are two supported modes: Run a proxy server from stdio that connects to a remote SSE server.
https://github.com/mem0ai/mem0-mcp,"This demonstrates a structured approach for using an MCP server with mem0 to manage coding preferences efficiently. The server can be used with Cursor and provides essential tools for storing, retrieving, and searching coding preferences. The server provides three main tools for managing code preferences: add_coding_preference: Store code snippets, implementation details, and coding patterns with comprehensive context including:"
https://github.com/aekanun2020/mcp-server/,
https://github.com/JexinSam/mssql_mcp_server," MSSQL MCP Server is a Model Context Protocol (MCP) server that enables secure and structured interaction with Microsoft SQL Server (MSSQL) databases. It allows AI assistants to: This ensures safer database exploration, strict permission enforcement, and logging of database interactions."
https://github.com/amornpan/py-mcp-mssql, A Model Context Protocol server implementation in Python that provides access to Microsoft SQL Server databases. This server enables Language Models to inspect table schemas and execute SQL queries through a standardized interface. 
https://github.com/daobataotie/mssql-mcp,"English | 中文 MSSQL MCP Server,  provides database interaction and business intelligence capabilities. This server enables running SQL queries, analyzing business data, and automatically generating business insight memos.
Refer to the official website's SQLite for modifications to adapt to MSSQL The database table is as follows. The column names are not standardized, and AI will match them on its own. Errors during SQL execution will self correct."
https://github.com/zcaceres/mcp-markdownify-server,"Markdownify is a Model Context Protocol (MCP) server that converts various file types and web content to Markdown format. It provides a set of tools to transform PDFs, images, audio files, web pages, and more into easily readable and shareable Markdown text.  Note: this will also install uv and related Python depdencies."
https://github.com/YuChenSSR/mindmap-mcp-server, A Model Context Protocol (MCP) server for converting Markdown content to interactive mindmaps. Or using uvx:
https://github.com/mobile-next/mobile-mcp,"This is a Model Context Protocol (MCP) server that enables scalable mobile automation through a platform-agnostic interface, eliminating the need for distinct iOS or Android knowledge.
This server allows Agents and LLMs to interact with native iOS/Android applications and devices through structured accessibility snapshots or coordinate-based taps based on screenshots.  "
https://github.com/kiliczsh/mcp-mongo-server, A Model Context Protocol server that provides access to MongoDB databases. This server enables LLMs to inspect collection schemas and execute MongoDB operations. 
https://github.com/sakce/mcp-server-monday," MCP Server for monday.com, enabling MCP clients to interact with Monday.com boards, items, updates, and documents. The server implements the following tools:"
https://github.com/yanmxa/multicluster-mcp-server,"The Multi-Cluster MCP Server provides a robust gateway for Generative AI (GenAI) systems to interact with multiple Kubernetes clusters through the Model Context Protocol (MCP). It facilitates comprehensive operations on Kubernetes resources, streamlined multi-cluster management, and delivered interactive cluster observability. ✅ Fully supports kubectl to interact with your cluster ✅ Create, update, and list resources (Deployments, Pods, Services, etc.)"
https://github.com/benborla/mcp-server-mysql,  A Model Context Protocol server that provides access to MySQL databases. This server enables LLMs to inspect database schemas and execute SQL queries.
https://github.com/designcomputer/mysql_mcp_server," A Model Context Protocol (MCP) implementation that enables secure interaction with MySQL databases. This server component facilitates communication between AI applications (hosts/clients) and MySQL databases, making database exploration and analysis safer and more structured through a controlled interface. Note: MySQL MCP Server is not designed to be used as a standalone server, but rather as a communication protocol implementation between AI applications and MySQL databases."
https://github.com/leonardsellem/n8n-mcp-server,"A Model Context Protocol (MCP) server that allows AI assistants to interact with n8n workflows through natural language. This MCP server provides tools and resources for AI assistants to manage n8n workflows and executions. It allows assistants to: Create a .env file in the directory where you'll run the server, using .env.example as a template:"
https://github.com/ProgramComputer/NASA-MCP-server,"A Model Context Protocol (MCP) server for NASA APIs, providing a standardized interface for AI models to interact with NASA's vast array of data sources. This server implements the official Model Context Protocol specification. Big thanks to the MCP community for their support and guidance! This project is not affiliated with, endorsed by, or related to NASA (National Aeronautics and Space Administration) or any of its subsidiaries or its affiliates. It is an independent implementation that a..."
https://github.com/KyrieTangSheng/mcp-server-nationalparks," MCP Server for the National Park Service (NPS) API, providing real-time information about U.S. National Parks, including park details, alerts, and activities. findParks"
https://github.com/pfldy2850/py-mcp-naver,"A server implementation for Naver OpenAPI using the Model Context Protocol (MCP). This project provides tools to interact with various Naver services, such as searching blogs, news, books, and more. To use the Naver MCP server, you need to apply for access to the Naver Open API.
You can apply for Open API access at the link below: https://developers.naver.com/apps/#/register=datalab"
https://github.com/r-huijts/ns-mcp-server," Transform your AI assistant into a Dutch railways expert! This MCP server connects Claude to real-time NS (Nederlandse Spoorwegen) travel information, making it your perfect companion for navigating the Netherlands by train. You can install this server in three ways:"
https://github.com/da-okazaki/mcp-neo4j-server," An MCP server that provides integration between Neo4j graph database and Claude Desktop, enabling graph database operations through natural language interactions. "
https://github.com/bigcodegen/mcp-neovim-server,"A proof of concept integration between Claude Desktop (or any client) and Neovim using Model Context Protocol (MCP) and the official neovim/node-client JavaScript library. This server leverages Vim's native text editing commands and workflows, which Claude already understands, to create a lightweight code or general purpose AI text assistance layer.  Using this simple set of tools, Claude can peer into your neovim session to answer questions as well as make edits to the buffer."
https://github.com/suekou/mcp-notion-server,"MCP Server for the Notion API, enabling Claude to interact with Notion workspaces. Here is a detailed explanation of the steps mentioned above in the following articles: Create a Notion Integration:"
https://github.com/teddyzxcv/ntfy-mcp,"Welcome to ntfy-mcp, the MCP server that keeps you caffeinated and informed! 🚀☕️ This handy little server integrates with the Model Context Protocol to send you delightful ntfy notifications whenever your AI assistant completes a task. Because let's face it - you deserve that tea break while your code writes itself. Choose your adventure:"
https://github.com/oatpp/oatpp-mcp,Anthropic’s Model Context Protocol implementation for Oat++ Read more: 🎉 oatpp-mcp can automatically generate tools from ApiController so that you can query your API with LLM. 🎉
https://github.com/calclavia/mcp-obsidian, This is a connector to allow Claude Desktop (or any MCP client) to read and search any directory containing Markdown notes (such as an Obsidian vault). Make sure Claude Desktop and npm is installed.
https://github.com/StevenStavrakis/obsidian-mcp," An MCP (Model Context Protocol) server that enables AI assistants to interact with Obsidian vaults, providing tools for reading, creating, editing and managing notes and tags. This MCP has read and write access (if you allow it). Please. PLEASE backup your Obsidian vault prior to using obsidian-mcp to manage your notes. I recommend using git, but any backup method will work. These tools have been tested, but not thoroughly, and this MCP is in active development."
https://github.com/yuanoOo/oceanbase_mcp_server,"A Model Context Protocol (MCP) server that enables secure interaction with OceanBase databases.
This server allows AI assistants to list tables, read data, and execute SQL queries through a controlled interface, making database exploration and analysis safer and more structured. Set the following environment variables: Add this to your claude_desktop_config.json:"
https://github.com/kapilduraphe/okta-mcp-server,"This MCP server enables Claude to interact with Okta's user management system, providing user and group management capabilities. Install dependencies: Open your Claude Desktop configuration file:"
https://github.com/rajvirtual/MCP-Servers/tree/master/onenote,"A Model Context Protocol (MCP) server that provides AI assistants with access to Microsoft OneNote. This server enables AI models to read from and write to OneNote notebooks, sections, and pages. This project implements an MCP server that connects to Microsoft OneNote using the Microsoft Graph API. It provides tools for: "
https://github.com/ConechoAI/openai-websearch-mcp,"This MCP server provides access to OpenAI's websearch functionality through the Model Context Protocol. It allows AI assistants to search the web during conversations with users, providing up-to-date information that may not be available in the assistant's training data. The server can be installed and configured for use with Claude.app or Zed editor. !!Can using this command auto update configure file（Recommend） sk-xxxx is your API key. You can get it from openai's open platform"
https://github.com/snaggle-ai/openapi-mcp-server,A Model Context Protocol (MCP) server for Claude/Cursor that enables searching and exploring OpenAPI specifications through oapis.org. The MCP works by applying a 3 step process : Important
https://github.com/baryhuang/mcp-server-any-openapi," Why I create this: I want to serve my private API, whose swagger openapi docs is a few hundreds KB in size. Eventually I came down to this solution:"
https://github.com/hannesj/mcp-openapi-schema,"A Model Context Protocol (MCP) server that exposes OpenAPI schema information to Large Language Models (LLMs) like Claude. This server allows an LLM to explore and understand OpenAPI specifications through a set of specialized tools. Run the MCP server with a specific schema file: To use this MCP server with Claude Desktop, edit your claude_desktop_config.json configuration file:"
https://github.com/Spathodea-Network/opencti-mcp,Traditional Chinese (繁體中文)  OpenCTI MCP Server is a Model Context Protocol (MCP) server that provides seamless integration with OpenCTI (Open Cyber Threat Intelligence) platform. It enables querying and retrieving threat intelligence data through a standardized interface.
https://github.com/asusevski/opendota-mcp-server,"A Model Context Protocol (MCP) server implementation for accessing OpenDota API data. This server enables LLMs and AI assistants to retrieve real-time Dota 2 statistics, match data, player information, and more through a standard interface. Follow this: https://modelcontextprotocol.io/quickstart/user If you use WSL, assuming you have cloned the repo and set up the python environment, this is how I wrote the claude_desktop_config.json:"
https://github.com/vivekVells/mcp-pandoc,Officially included in the Model Context Protocol servers open-source project. 🎉  A Model Context Protocol server for document format conversion using pandoc. This server provides tools to transform content between different document formats while preserving formatting and structure.
https://github.com/hungryrobot1/MCP-PIF,"This project implements the Model Context Protocol (MCP) as a practical embodiment of the Personal Intelligence Framework (PIF). Through structured tools and progressive interaction patterns, it creates spaces for meaningful development of understanding between humans and AI. Note: This implementation has been tested on both Windows and macOS/Linux systems. Configure the server:"
https://github.com/sirmews/mcp-pinecone,  Read and write to a Pinecone index.
https://github.com/felores/placid-mcp-server," An MCP server implementation for integrating with Placid.app's API. This server provides tools for listing templates and generating images and videos through the Model Context Protocol. The easiest way to get started is using Smithery, which will automatically configure everything for you:"
https://github.com/executeautomation/mcp-playwright," A Model Context Protocol server that provides browser automation capabilities using Playwright. This server enables LLMs to interact with web pages, take screenshots, generate test code, web scraps the page and execute JavaScript in a real browser environment. "
https://github.com/shannonlal/mcp-postman, An MCP (Model Context Protocol) server that enables running Postman collections using Newman. This server allows LLMs to execute API tests and get detailed results through a standardized interface. 
https://github.com/kenjihikmatullah/productboard-mcp,"Integrate the Productboard API into agentic workflows via MCP Obtain your access token referring to this guidance To use this with Claude Desktop, add the following to your claude_desktop_config.json:"
https://github.com/pab1it0/prometheus-mcp-server,"A Model Context Protocol (MCP) server for Prometheus. This provides access to your Prometheus metrics and queries through standardized MCP interfaces, allowing AI assistants to execute PromQL queries and analyze your metrics data. Execute PromQL queries against Prometheus"
https://github.com/dogukanakkaya/pulumi-mcp-server,
https://github.com/ashiknesin/pushover-mcp," A Model Context Protocol implementation for sending notifications via Pushover.net. This MCP enables AI agents to send notifications through Pushover.net. It implements the MCP specification, allowing seamless integration with MCP-compatible AI systems."
